mode,matrix_layout,data_layout,looking,m,b,repeat,num_systems,num_threads,time_ms,gflops,max_rel_error
fp32,tiled,col_major,right,4096,512,6,40,40,20.585313,32.60036124,1.256850958e-06
fp32,tiled,col_major,right,4096,512,7,40,40,20.573942,32.61837911,1.256850958e-06
fp32,tiled,col_major,right,4096,512,8,40,40,20.602707,32.57283812,1.256850958e-06
fp32,tiled,col_major,right,4096,512,9,40,40,20.588208,32.59577716,1.256850958e-06
direct_fp64_mkl,contiguous,col_major,direct,4096,512,0,40,40,40.673018,16.49960276,2.796139708e-16
direct_fp64_mkl,contiguous,col_major,direct,4096,512,1,40,40,40.517269,16.56302748,2.796139708e-16
direct_fp64_mkl,contiguous,col_major,direct,4096,512,2,40,40,40.501295,16.56956006,2.796139708e-16
direct_fp64_mkl,contiguous,col_major,direct,4096,512,3,40,40,40.514414,16.56419466,2.796139708e-16
direct_fp64_mkl,contiguous,col_major,direct,4096,512,4,40,40,40.51507,16.56392646,2.796139708e-16
direct_fp64_mkl,contiguous,col_major,direct,4096,512,5,40,40,40.491864,16.57341929,2.796139708e-16
direct_fp64_mkl,contiguous,col_major,direct,4096,512,6,40,40,40.507016,16.56721986,2.796139708e-16
direct_fp64_mkl,contiguous,col_major,direct,4096,512,7,40,40,40.514462,16.56417503,2.796139708e-16
direct_fp64_mkl,contiguous,col_major,direct,4096,512,8,40,40,40.512158,16.56511707,2.796139708e-16
direct_fp64_mkl,contiguous,col_major,direct,4096,512,9,40,40,40.520952,16.56152205,2.796139708e-16
direct_fp32_mkl,contiguous,col_major,direct,4096,512,0,40,40,19.085575,35.16208655,1.257705084e-06
direct_fp32_mkl,contiguous,col_major,direct,4096,512,1,40,40,19.004879,35.31138714,1.257705084e-06
direct_fp32_mkl,contiguous,col_major,direct,4096,512,2,40,40,18.99534,35.32911967,1.257705084e-06
direct_fp32_mkl,contiguous,col_major,direct,4096,512,3,40,40,19.002543,35.31572801,1.257705084e-06
direct_fp32_mkl,contiguous,col_major,direct,4096,512,4,40,40,18.965148,35.38536267,1.257705084e-06
direct_fp32_mkl,contiguous,col_major,direct,4096,512,5,40,40,18.952937,35.40816075,1.257705084e-06
direct_fp32_mkl,contiguous,col_major,direct,4096,512,6,40,40,18.963426,35.38857588,1.257705084e-06
direct_fp32_mkl,contiguous,col_major,direct,4096,512,7,40,40,18.941409,35.42971064,1.257705084e-06
direct_fp32_mkl,contiguous,col_major,direct,4096,512,8,40,40,18.953486,35.40713513,1.257705084e-06
direct_fp32_mkl,contiguous,col_major,direct,4096,512,9,40,40,18.970695,35.37501604,1.257705084e-06
